scope,repo,path,line,action,token,replacement,reference_class,reason,excerpt,replacement_preview
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,145,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,- Machine-checkable chain invariants (separate track): `bc-docs-v3/docs/adrs/ADR-chain-invariants.md`,- Machine-checkable chain invariants (separate track): `bc-docs/docs/adrs/ADR-chain-invariants.md`
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,149,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,Standard Operating Procedures for the data-platform are the chapters in the **Onboarding section of bc-docs-v3** (`bc-docs-v3/docs/onboarding/`). Fourteen of the nineteen v2 SOPs map 1:1 to Onboarding chapters; the re...,Standard Operating Procedures for the data-platform are the chapters in the **Onboarding section of bc-docs** (`bc-docs/docs/onboarding/`). Fourteen of the nineteen v2 SOPs map 1:1 to Onboarding chapters; the remainin...
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,149,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,Standard Operating Procedures for the data-platform are the chapters in the **Onboarding section of bc-docs-v3** (`bc-docs-v3/docs/onboarding/`). Fourteen of the nineteen v2 SOPs map 1:1 to Onboarding chapters; the re...,Standard Operating Procedures for the data-platform are the chapters in the **Onboarding section of bc-docs** (`bc-docs/docs/onboarding/`). Fourteen of the nineteen v2 SOPs map 1:1 to Onboarding chapters; the remainin...
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,153,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,1. **Check if an Onboarding chapter exists** — read `bc-docs-v3/docs/onboarding/` for the procedure you are about to execute. The chapter is the canonical procedure. Fall back to `bc-docs-v2/docs/sops/` only if the pr...,1. **Check if an Onboarding chapter exists** — read `bc-docs/docs/onboarding/` for the procedure you are about to execute. The chapter is the canonical procedure. Fall back to `bc-docs-v2/docs/sops/` only if the proce...
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,162,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,### Canonical procedures (Onboarding chapters in bc-docs-v3):,### Canonical procedures (Onboarding chapters in bc-docs):
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,248,defer_claude_ecosystem,C:\MyProjects\bc-docs-v3,C:\MyProjects\bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,| BareCount Docs (SSOT) | `bc-docs` | `C:\MyProjects\bc-docs-v3` |,| BareCount Docs (SSOT) | `bc-docs` | `C:\MyProjects\bc-docs` |
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,270,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"**Fixed object progression** — no skipping, no back-reference, no mutation: `Source State → UniBAT Reader → SO → Canonical Evaluation → CO → Metric Snapshot → Action Object`. Full detail in PLN-c1d745 and the bc-docs-...","**Fixed object progression** — no skipping, no back-reference, no mutation: `Source State → UniBAT Reader → SO → Canonical Evaluation → CO → Metric Snapshot → Action Object`. Full detail in PLN-c1d745 and the bc-docs..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,426,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,**Authoritative documentation:** `bc-docs-v3/docs/implementation/data-model-and-schema.md` for the Drizzle layout and platform-vs-tenant schema split; `bc-docs-v3/docs/data-dictionary/` for the auto-generated per-sche...,**Authoritative documentation:** `bc-docs/docs/implementation/data-model-and-schema.md` for the Drizzle layout and platform-vs-tenant schema split; `bc-docs/docs/data-dictionary/` for the auto-generated per-schema col...
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,426,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,**Authoritative documentation:** `bc-docs-v3/docs/implementation/data-model-and-schema.md` for the Drizzle layout and platform-vs-tenant schema split; `bc-docs-v3/docs/data-dictionary/` for the auto-generated per-sche...,**Authoritative documentation:** `bc-docs/docs/implementation/data-model-and-schema.md` for the Drizzle layout and platform-vs-tenant schema split; `bc-docs/docs/data-dictionary/` for the auto-generated per-schema col...
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,449,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"**ADR files are the source of truth for decisions.** DevHub stores metadata only (uid, title, status, description, file_path, domain_code). The full decision content lives in bc-docs-v3 under `docs/adrs/ADR-{uid}.md`...","**ADR files are the source of truth for decisions.** DevHub stores metadata only (uid, title, status, description, file_path, domain_code). The full decision content lives in bc-docs under `docs/adrs/ADR-{uid}.md` per..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,451,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"`devhub_decision_record` — creates the DevHub metadata AND auto-generates the ADR file at `bc-docs-v3/docs/adrs/ADR-{shortUid}.md`. The ADR file is the authoritative content. To read a decision's full context, read th...","`devhub_decision_record` — creates the DevHub metadata AND auto-generates the ADR file at `bc-docs/docs/adrs/ADR-{shortUid}.md`. The ADR file is the authoritative content. To read a decision's full context, read the A..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,453,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"ADR file format: the auto-generator writes the canonical frontmatter (`uid`, `title`, `description`, `status`, `date`, `project`, `domain`, optional `subdomain`, `focus`, `supersedes`, `superseded_by`) plus a Context-...","ADR file format: the auto-generator writes the canonical frontmatter (`uid`, `title`, `description`, `status`, `date`, `project`, `domain`, optional `subdomain`, `focus`, `supersedes`, `superseded_by`) plus a Context-..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,469,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"1. **Supersession pair rule** — when a new ADR has `supersedes: DEC-xxx` in frontmatter, the target ADR's status MUST flip to `superseded` in the same commit (and `superseded_by: DEC-yyy` SHOULD be added). `bc-docs-v3...","1. **Supersession pair rule** — when a new ADR has `supersedes: DEC-xxx` in frontmatter, the target ADR's status MUST flip to `superseded` in the same commit (and `superseded_by: DEC-yyy` SHOULD be added). `bc-docs/sc..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,479,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"Run `node bc-docs-v3/scripts/adr-audit.js` periodically — it's a pure diagnostic, no writes. Full policy text in `bc-docs-v3/docs/adrs/ADR-623f8f.md`.","Run `node bc-docs/scripts/adr-audit.js` periodically — it's a pure diagnostic, no writes. Full policy text in `bc-docs/docs/adrs/ADR-623f8f.md`."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,479,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"Run `node bc-docs-v3/scripts/adr-audit.js` periodically — it's a pure diagnostic, no writes. Full policy text in `bc-docs-v3/docs/adrs/ADR-623f8f.md`.","Run `node bc-docs/scripts/adr-audit.js` periodically — it's a pure diagnostic, no writes. Full policy text in `bc-docs/docs/adrs/ADR-623f8f.md`."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,495,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,10 rules. No exceptions. Self-audit at every session close. Full rules in ADR `bc-docs-v3/docs/adrs/ADR-ebf0b4.md` and memory file `feedback_session_discipline_d268.md`.,10 rules. No exceptions. Self-audit at every session close. Full rules in ADR `bc-docs/docs/adrs/ADR-ebf0b4.md` and memory file `feedback_session_discipline_d268.md`.
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,519,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"**Re-entry rule:** before resuming MCF, read `bc-docs-v3/docs/implementation/mcf-re-entry-index.md`. **Authority = ADR DEC-c3e57f / D422 (foundational MCF ADR = Gate M1, decided) + the build plan `bc-docs-v3/docs/impl...","**Re-entry rule:** before resuming MCF, read `bc-docs/docs/implementation/mcf-re-entry-index.md`. **Authority = ADR DEC-c3e57f / D422 (foundational MCF ADR = Gate M1, decided) + the build plan `bc-docs/docs/implementa..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,519,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"**Re-entry rule:** before resuming MCF, read `bc-docs-v3/docs/implementation/mcf-re-entry-index.md`. **Authority = ADR DEC-c3e57f / D422 (foundational MCF ADR = Gate M1, decided) + the build plan `bc-docs-v3/docs/impl...","**Re-entry rule:** before resuming MCF, read `bc-docs/docs/implementation/mcf-re-entry-index.md`. **Authority = ADR DEC-c3e57f / D422 (foundational MCF ADR = Gate M1, decided) + the build plan `bc-docs/docs/implementa..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,523,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,"**Current state (2026-06-06):** M1 decided; **M2–M13 have closeout docs** (`bc-docs-v3/docs/implementation/mcf-m2…m13`). 18 `mcf.*` tables live; `mcf.metric_contract` = 5 (1 active = ARPI, 1 approved, 2 draft, 1 revie...","**Current state (2026-06-06):** M1 decided; **M2–M13 have closeout docs** (`bc-docs/docs/implementation/mcf-m2…m13`). 18 `mcf.*` tables live; `mcf.metric_contract` = 5 (1 active = ARPI, 1 approved, 2 draft, 1 review);..."
external_repo,barecount-devhub,barecount-devhub/CLAUDE.md,527,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,**Legacy bridge:** legacy `POST /api/metric-catalog/definitions` carries a `Sunset` header per env var `BCCORE_MCF_LEGACY_SUNSET_DATE` (operator-procured; failsafe-omit if unset). Read-fallback: **MCF wins** when both...,**Legacy bridge:** legacy `POST /api/metric-catalog/definitions` carries a `Sunset` header per env var `BCCORE_MCF_LEGACY_SUNSET_DATE` (operator-procured; failsafe-omit if unset). Read-fallback: **MCF wins** when both...
external_repo,bc-core,bc-core/.claude/plans/d369-handoff-2026-04-28.md,38,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,| M5 | Doc sweep (T01/T02/P09 dossiers in bc-docs-v3) | ✗ TSK-1fb575 |,| M5 | Doc sweep (T01/T02/P09 dossiers in bc-docs) | ✗ TSK-1fb575 |
external_repo,bc-core,bc-core/.claude/plans/d369-handoff-2026-04-28.md,111,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,Update T01/T02/P09 dossiers in `bc-docs-v3` to reflect M4 reality.,Update T01/T02/P09 dossiers in `bc-docs` to reflect M4 reality.
external_repo,bc-core,bc-core/.claude/plans/d369-handoff-2026-04-28.md,190,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,- `bc-docs-v3/docs/adrs/ADR-95687d.md` + `ADR-f02230.md` — the spec,- `bc-docs/docs/adrs/ADR-95687d.md` + `ADR-f02230.md` — the spec
external_repo,bc-core-runtime,bc-core-runtime/.claude/plans/d369-handoff-2026-04-28.md,38,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,| M5 | Doc sweep (T01/T02/P09 dossiers in bc-docs-v3) | ✗ TSK-1fb575 |,| M5 | Doc sweep (T01/T02/P09 dossiers in bc-docs) | ✗ TSK-1fb575 |
external_repo,bc-core-runtime,bc-core-runtime/.claude/plans/d369-handoff-2026-04-28.md,111,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,Update T01/T02/P09 dossiers in `bc-docs-v3` to reflect M4 reality.,Update T01/T02/P09 dossiers in `bc-docs` to reflect M4 reality.
external_repo,bc-core-runtime,bc-core-runtime/.claude/plans/d369-handoff-2026-04-28.md,190,defer_claude_ecosystem,bc-docs-v3,bc-docs,claude_handoff_or_memory,Claude-facing instruction or memory; replace only after active Claude sessions are stopped.,- `bc-docs-v3/docs/adrs/ADR-95687d.md` + `ADR-f02230.md` — the spec,- `bc-docs/docs/adrs/ADR-95687d.md` + `ADR-f02230.md` — the spec
external_repo,barecount-devhub,barecount-devhub/src/lib/decision-code-reconcile.js,4,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"* Scans bc-docs-v3/docs/adrs/ADR-*.md for decision_code: frontmatter,","* Scans bc-docs/docs/adrs/ADR-*.md for decision_code: frontmatter,"
external_repo,barecount-devhub,barecount-devhub/src/lib/doc-scanner.js,4,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"* Walks bc-docs-v3/docs/, parses frontmatter, derives type+domain from path,","* Walks bc-docs/docs/, parses frontmatter, derives type+domain from path,"
external_repo,barecount-devhub,barecount-devhub/src/lib/doc-scanner.js,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* Ground truth: bc-docs-v3 filesystem + frontmatter,* Ground truth: bc-docs filesystem + frontmatter
external_repo,barecount-devhub,barecount-devhub/src/lib/docs-registry.js,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* `bc-docs-v3/docs/adrs/`. The legacy `docs.registry.json` file indirection,* `bc-docs/docs/adrs/`. The legacy `docs.registry.json` file indirection
external_repo,barecount-devhub,barecount-devhub/src/lib/qa-audit.js,56,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* Write markdown audit report to bc-docs-v3 (DEC-3395bc).,* Write markdown audit report to bc-docs (DEC-3395bc).
external_repo,barecount-devhub,barecount-devhub/src/mcp-server.js,2491,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,// reference is in bc-docs-v3/docs/development/metric-readiness-toolkit.md.,// reference is in bc-docs/docs/development/metric-readiness-toolkit.md.
external_repo,bc-admin,bc-admin/.gitignore,9,manual_review,bc-docs-v3,bc-docs,other,Unclassified external reference; review before editing.,# Generated docs (synced from bc-docs-v3 via scripts/sync-docs.js),# Generated docs (synced from bc-docs via scripts/sync-docs.js)
external_repo,bc-admin,bc-admin/README.md,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"- **A local `bc-docs-v3` checkout** — `npm run dev` and `npm run build` run `scripts/sync-docs.js` on `predev` / `prebuild`. It copies `bc-docs-v3` content into `bc-core/private-docs/`, which bc-core serves to the in-...","- **A local `bc-docs` checkout** — `npm run dev` and `npm run build` run `scripts/sync-docs.js` on `predev` / `prebuild`. It copies `bc-docs` content into `bc-core/private-docs/`, which bc-core serves to the in-app do..."
external_repo,bc-admin,bc-admin/README.md,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"- **A local `bc-docs-v3` checkout** — `npm run dev` and `npm run build` run `scripts/sync-docs.js` on `predev` / `prebuild`. It copies `bc-docs-v3` content into `bc-core/private-docs/`, which bc-core serves to the in-...","- **A local `bc-docs` checkout** — `npm run dev` and `npm run build` run `scripts/sync-docs.js` on `predev` / `prebuild`. It copies `bc-docs` content into `bc-core/private-docs/`, which bc-core serves to the in-app do..."
external_repo,bc-admin,bc-admin/scripts/sync-docs.js,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* sync-docs — copy bc-docs-v3 content into bc-core/private-docs/,* sync-docs — copy bc-docs content into bc-core/private-docs/
external_repo,bc-admin,bc-admin/scripts/sync-docs.js,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"* Reads markdown files from bc-docs-v3 (outline.md and docs/), copies","* Reads markdown files from bc-docs (outline.md and docs/), copies"
external_repo,bc-admin,bc-admin/scripts/sync-docs.js,9,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* Source structure (bc-docs-v3):,* Source structure (bc-docs):
external_repo,bc-admin,bc-admin/scripts/sync-docs.js,317,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* Validate the bc-docs-v3 source BEFORE any destructive write to SYNC_TARGET.,* Validate the bc-docs source BEFORE any destructive write to SYNC_TARGET.
external_repo,bc-ai,bc-ai/app/agents/registry_authoring.py,200,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,# bc-docs-v3 bcf-oagis-pass-1-c1-closure-checkpoint-2026-06-25.md Part B.,# bc-docs bcf-oagis-pass-1-c1-closure-checkpoint-2026-06-25.md Part B.
external_repo,bc-ai,bc-ai/tests/test_registry_authoring_panel.py,2213,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,would reintroduce the truncation. Diagnostic: bc-docs-v3,would reintroduce the truncation. Diagnostic: bc-docs
external_repo,bc-ai,bc-ai/tests/test_registry_authoring_panel.py,2277,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,(bc-docs-v3 1ca8ead) where the Moderator emitted f3_operation,(bc-docs 1ca8ead) where the Moderator emitted f3_operation
external_repo,bc-core,bc-core/docker/redesign/06-mcf-lifecycle-certification.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 3983530; rewritten post-M3-cert-amendment to target,-- (per DBCP bc-docs 3983530; rewritten post-M3-cert-amendment to target
external_repo,bc-core,bc-core/docker/redesign/07-mcf-formula-ast-storage-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 62ec707 §13.2.1 + §17.1 — L-3 guard clarification),-- (per DBCP bc-docs 62ec707 §13.2.1 + §17.1 — L-3 guard clarification)
external_repo,bc-core,bc-core/docker/redesign/07-mcf-formula-ast-storage.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 62ec707 — Formula AST + Hash/Signature Authority),-- (per DBCP bc-docs 62ec707 — Formula AST + Hash/Signature Authority)
external_repo,bc-core,bc-core/docker/redesign/08-mcf-panel-substrate-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 00435c0 §14.4),-- (per DBCP bc-docs 00435c0 §14.4)
external_repo,bc-core,bc-core/docker/redesign/08-mcf-panel-substrate.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 00435c0 — Metric Authoring Panel substrate),-- (per DBCP bc-docs 00435c0 — Metric Authoring Panel substrate)
external_repo,bc-core,bc-core/docker/redesign/09-mcf-fixture-substrate-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 620e11d §12.4),-- (per DBCP bc-docs 620e11d §12.4)
external_repo,bc-core,bc-core/docker/redesign/09-mcf-fixture-substrate.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 620e11d — Self-Verification Fixture Substrate),-- (per DBCP bc-docs 620e11d — Self-Verification Fixture Substrate)
external_repo,bc-core,bc-core/docker/redesign/10-mcf-self-verification-result-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 ea8b708 §15.4),-- (per DBCP bc-docs ea8b708 §15.4)
external_repo,bc-core,bc-core/docker/redesign/10-mcf-self-verification-result.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 ea8b708 — Deterministic Verifier Service + Result Substrate),-- (per DBCP bc-docs ea8b708 — Deterministic Verifier Service + Result Substrate)
external_repo,bc-core,bc-core/docker/redesign/11-mcf-reservoir-ingestion-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 42f702b §14.4),-- (per DBCP bc-docs 42f702b §14.4)
external_repo,bc-core,bc-core/docker/redesign/11-mcf-reservoir-ingestion.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 42f702b — Reservoir Ingestion + Intake Queue Substrate),-- (per DBCP bc-docs 42f702b — Reservoir Ingestion + Intake Queue Substrate)
external_repo,bc-core,bc-core/docker/redesign/14-mcf-role-grant-audit.sql,9,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Impl: bc-docs-v3/docs/implementation/mcf-role-grant-service-implementation-dbcp.md,-- Impl: bc-docs/docs/implementation/mcf-role-grant-service-implementation-dbcp.md
external_repo,bc-core,bc-core/docker/redesign/14R-mcf-role-grant-audit-rollback.sql,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Impl: bc-docs-v3/docs/implementation/mcf-role-grant-service-implementation-dbcp.md (ec7053d),-- Impl: bc-docs/docs/implementation/mcf-role-grant-service-implementation-dbcp.md (ec7053d)
external_repo,bc-core,bc-core/docker/redesign/15-mcf-seed-reservoir-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 docs/implementation/mcf-gate0-seed-reservoir-dbcp.md §7),-- (per DBCP bc-docs docs/implementation/mcf-gate0-seed-reservoir-dbcp.md §7)
