severity,metric_contract_id,metric_name,audit_status_code,var_code,var_role,cf_name,cc_id,cc_name,cc_rule,current_agg,recommended_agg,binding_role,formula_text,note
fail,019d7838-6a47-792d-bf44-062a872ac64e,mc__analyst_coverage,pass,I1,input,active_analysts_count,019d7838-2c3c-76ff-ac84-1920e83e0e91,cc__personnel,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c238-7718-bc80-71cae978364a,mc__ap_automation_technology_cost,pass,I2,input,implementation_and_integration_costs,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,latest,SUM,MAX,primary,O1 = SUM(I1) + SUM(I2) + SUM(I3) + SUM(I4),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7661-c2a5-7ab0-8dfe-00f4e5459b66,mc__ap_balance_sheet_reconciliation_completeness,warn,I1,input,reconciled_ap_accounts_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c2a5-7ab0-8dfe-00f4e5459b66,mc__ap_balance_sheet_reconciliation_completeness,warn,I2,input,total_ap_accounts_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7650-e77c-799b-afb8-7cef46e113ff,mc__ap_document_retention_compliance,warn,I1,input,number_of_compliant_documents,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,count_where_not_null,SUM,COUNT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7650-e8a4-70cf-8390-31d0684321bf,mc__ap_staff_productivity,pass,I2,input,full_time_equivalent_ap_staff,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7661-c36b-7985-a023-8ed9f76019c0,mc__ap_tax_compliance_rate,warn,I1,input,compliant_tax_transactions_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c36b-7985-a023-8ed9f76019c0,mc__ap_tax_compliance_rate,warn,I2,input,total_tax_transactions_audited_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7650-e914-75c9-95d6-af61b7def56c,mc__ap_turnover_ratio,pass,I2,input,average_accounts_payable_balance,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-9ed4-7bc0-a94a-c975fc8dff1e,mc__ar_and_collections_cycle_time,pass,I1,input,cash_collection_date,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) - SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-9ed4-7bc0-a94a-c975fc8dff1e,mc__ar_and_collections_cycle_time,pass,I2,input,invoice_creation_date,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) - SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d762a-1c66-7da0-a14d-63e93740c103,mc__ar_staff_productivity,pass,I2,input,number_of_ar_staff,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d762a-1cf5-7c48-8f59-7335f3a53aa6,mc__ar_turnover,pass,I2,input,average_accounts_receivable,019d762a-17b6-71d1-8cdf-7b899eb28247,cc__actual_ledger,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d762a-1d41-7f99-9c4c-5bdf65ca789e,mc__arpar,pass,I3,input,discounts_per_available_room,019d762a-1662-7980-9b8b-3e8431f8c91c,cc__bc_ar_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) - SUM(I2) - SUM(I3),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-9f53-7111-a2e2-18add4faec05,mc__arpu,pass,I2,input,total_subscribers_or_users,019d7838-036d-7f08-8d3b-dc8382c6acb7,cc__customer_party_master,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-9f94-79a8-9ae0-bcd1ab1a293f,mc__arpu_by_segment,pass,I2,input,total_segment_subscribers_or_users,019d7838-036d-7f08-8d3b-dc8382c6acb7,cc__customer_party_master,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-777d-7912-817d-4dcba16ee7de,mc__asset_disposal_efficiency,pass,I3,input,total_number_of_disposed_assets,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) - SUM(I2)) / SUM(I3),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7701-dada-7b5d-9341-88f51923300b,mc__asset_downtime_ratio,warn,I1,input,total_downtime_hours,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7701-dada-7b5d-9341-88f51923300b,mc__asset_downtime_ratio,warn,I2,input,total_scheduled_operational_hours,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-77f3-7137-82aa-a95acc4d25d9,mc__asset_information_accuracy_rate,warn,I1,input,accurate_asset_records_count,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7701-db2d-7f72-8804-342d3da6dcc1,mc__asset_retirement_obligations_aro,pass,I2,input,discount_rate,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / ((1 + SUM(I2))^SUM(I3)),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7701-db2d-7f72-8804-342d3da6dcc1,mc__asset_retirement_obligations_aro,pass,I3,input,number_of_periods,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / ((1 + SUM(I2))^SUM(I3)),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-317f-7b20-9130-faa2c1dcfa2d,mc__audit_adjustments_count,pass,I1,input,total_adjustments_identified,019d762a-17b6-71d1-8cdf-7b899eb28247,cc__actual_ledger,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d774b-5f46-719e-b6be-7428e1affeee,mc__audit_defense_success_rate,warn,I1,input,number_of_successful_audit_defenses,019d774b-2487-7cec-93c3-3ff6e0fefdce,cc__bc_internal_audit_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c41f-7a0e-93cf-35bb86fcc931,mc__audited_invoice_pct,warn,I1,input,invoices_selected_for_audit_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c41f-7a0e-93cf-35bb86fcc931,mc__audited_invoice_pct,warn,I2,input,total_invoices_processed_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-9ff1-73fe-a423-3eca16e4ec4f,mc__auto_invoice_generation_rate,warn,I1,input,number_of_automatically_generated_invoices,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,count_where_not_null,SUM,COUNT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7661-c478-74c9-8ac5-533eb408d969,mc__auto_matched_invoice_pct,warn,I1,input,invoices_auto_matched_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c478-74c9-8ac5-533eb408d969,mc__auto_matched_invoice_pct,warn,I2,input,total_invoices_processed_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c4d4-70f8-b384-10d3b13a5ec0,mc__auto_receipt_settlement_rate,warn,I1,input,invoice_line_items_auto_settled_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c4d4-70f8-b384-10d3b13a5ec0,mc__auto_receipt_settlement_rate,warn,I2,input,total_invoice_line_items_eligible_count,019d7661-63a3-7a61-9792-c9c6deb988f6,cc__bc_ap_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7661-c4d4-70f8-b384-10d3b13a5ec0,mc__auto_receipt_settlement_rate,warn,I2,input,total_invoice_line_items_eligible_count,019d7650-e4f6-7dcf-9e3d-51bd9e9edf32,cc__invoice_line,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-a0a3-767f-b994-fccc7c75d2a1,mc__automated_gl_entry_rate,warn,I1,input,automated_gl_entries_count,019d7663-f10b-7c5b-9ff9-b00e701a2452,cc__journal_entry_hdr,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-a0a3-767f-b994-fccc7c75d2a1,mc__automated_gl_entry_rate,warn,I2,input,total_gl_entries_count,019d7663-f10b-7c5b-9ff9-b00e701a2452,cc__journal_entry_hdr,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7702-58a8-77df-a7bd-37a29592716e,mc__automated_invoices,warn,I1,input,number_of_automated_invoices,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,count_where_not_null,SUM,COUNT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d774b-2582-77d8-9a25-55758ff4cd47,mc__availability_of_financial_systems,warn,I1,input,total_scheduled_uptime,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = ((SUM(I1) - SUM(I2)) / SUM(I1)) * C1,D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d774b-2582-77d8-9a25-55758ff4cd47,mc__availability_of_financial_systems,warn,I2,input,total_downtime,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = ((SUM(I1) - SUM(I2)) / SUM(I1)) * C1,D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-31bc-78a1-a810-be6ba669b746,mc__average_contract_value_acv,pass,I2,input,number_of_customer_contracts,019d7838-2bc5-7f09-bc6e-a5aadcb3c20f,cc__contract_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7747-4904-776d-9fee-fe3b52519bfb,mc__average_cycle_time_in_hours_for_the_organization_to_concentrate_physically_pool,pass,I2,input,number_of_cash_pooling_events,019d7664-5001-76df-92ce-388cb8a39f0e,cc__bc_gl_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7747-4997-76f3-9548-3ee748d2d934,mc__average_daily_cash_balance,pass,I2,input,number_of_days_in_period,019d7664-5001-76df-92ce-388cb8a39f0e,cc__bc_gl_operations,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-a0dc-74e0-96a6-7aa277376c7f,mc__average_deal_size,pass,I2,input,number_of_closed_deals,019d7838-2f76-7e84-bcdf-638a2ea6dd1b,cc__sales_order_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-a114-77de-b419-0fff7b913bce,mc__average_ecommerce_order_value,pass,I2,input,total_ecommerce_orders_count,019d7838-2f76-7e84-bcdf-638a2ea6dd1b,cc__sales_order_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d762a-1e06-7dd5-9ad7-1a001d586e4d,mc__average_invoice_processing_time,pass,I1,input,total_processing_time_for_invoices,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d762a-1e06-7dd5-9ad7-1a001d586e4d,mc__average_invoice_processing_time,pass,I2,input,number_of_invoices_processed,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-31f8-7e12-8129-c4cc051bd131,mc__average_invoice_value,pass,I2,input,total_number_of_invoices,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-a14f-751b-8cb9-086bbc4be832,mc__average_line_items_per_invoice,pass,I1,input,total_invoice_line_items_count,019d7650-e4f6-7dcf-9e3d-51bd9e9edf32,cc__invoice_line,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7701-cbfc-72e6-9ba3-738009ad5121,mc__average_payment_days_apd,warn,I1,input,average_accounts_receivable_balance,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / (SUM(I2) / C1),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-a186-7069-b187-9af3493d7f9b,mc__average_retail_order_value,pass,I2,input,total_retail_orders_count,019d7838-2f76-7e84-bcdf-638a2ea6dd1b,cc__sales_order_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-a255-7f59-a8ac-7b9780d6bcef,mc__billing_cycle_time,pass,I1,input,invoice_delivery_date,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) - SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-a255-7f59-a8ac-7b9780d6bcef,mc__billing_cycle_time,pass,I2,input,product_service_delivery_date,019d7838-2c98-7a07-8022-165840d4d6b8,cc__sales_order_line,latest,SUM,MAX,primary,O1 = SUM(I1) - SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-a28d-7caf-a398-fddf65f32c67,mc__billing_data_generation_time,pass,I1,input,billing_data_completion_date,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) - SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-a28d-7caf-a398-fddf65f32c67,mc__billing_data_generation_time,pass,I2,input,period_end_date,019d7663-f27e-7c14-bd51-aa05ea8d4038,cc__budget_ledger_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) - SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d762a-1efe-747a-9d02-d22916c11481,mc__billing_to_cash_cycle_time,pass,I1,input,sum_of_days_from_invoice_date_to_cash_receipt,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d762a-1efe-747a-9d02-d22916c11481,mc__billing_to_cash_cycle_time,pass,I2,input,number_of_invoices_paid,019d762a-13e9-789e-86ad-02afdad6eb24,cc__receivable_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7650-ea4f-7166-8d97-d4bb6b400540,mc__blanket_code_approval_rate,warn,I1,input,invoice_line_items_approved_by_blanket_code_count,019d762a-172f-71a6-b3ca-dc1b020a3947,cc__invoice_hdr,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7650-ea4f-7166-8d97-d4bb6b400540,mc__blanket_code_approval_rate,warn,I2,input,total_invoice_line_items_eligible_for_blanket_code_count,019d7650-e4f6-7dcf-9e3d-51bd9e9edf32,cc__invoice_line,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7838-a319-7748-ad9c-6d92857f113d,mc__blended_arpu,pass,I2,input,total_subscribers_count,019d7838-036d-7f08-8d3b-dc8382c6acb7,cc__customer_party_master,count_distinct,SUM,COUNT_DISTINCT,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'count_distinct' is semantically wrong
fail,019d7837-b684-764f-9a8e-eacd5ce30389,mc__book_value_of_equity_per_share_bvps,pass,I2,input,number_of_outstanding_shares,019d762a-17b6-71d1-8cdf-7b899eb28247,cc__actual_ledger,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-331f-763e-95f9-964f695cd16c,mc__break_even_point,pass,I3,input,unit_variable_costs,019d762a-17b6-71d1-8cdf-7b899eb28247,cc__actual_ledger,latest,SUM,MAX,primary,O1 = SUM(I1) / (SUM(I2) - SUM(I3)),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-04eb-7f22-a78c-f0b09ab88b35,mc__budget_reforecast_frequency,pass,I1,input,number_of_budget_reforecasts,019d7663-f27e-7c14-bd51-aa05ea8d4038,cc__budget_ledger_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-056c-756f-8c37-ffd97adfafce,mc__budget_versions_produced_before_final_approval,pass,I1,input,number_of_budget_versions,019d7663-f27e-7c14-bd51-aa05ea8d4038,cc__budget_ledger_hdr,count_where_not_null,SUM,COUNT,primary,O1 = SUM(I1),D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-7ae1-712f-8e97-1f0654530b88,mc__capital_budgeting_efficiency,pass,I1,input,actual_value_generated_from_capex,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-062a-70d0-a573-60d1f242d6bb,mc__capital_expenditure_capex,pass,I2,input,capitalized_improvements_to_assets,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = SUM(I1) + SUM(I2) - SUM(I3),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7838-7b1d-7e22-b025-b005a6f2362a,mc__capital_expenditure_capex_efficiency,pass,I1,input,value_generated_from_capex_projects,019d7701-d9db-728f-89ad-60f06fdf4f42,cc__asset,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7746-6b9a-73bd-a138-2e6278343519,mc__capital_expenditure_growth_rate,warn,I2,input,prior_period_capital_expenditures,019d762a-17b6-71d1-8cdf-7b899eb28247,cc__actual_ledger,latest,SUM,MAX,primary,O1 = ((SUM(I1) - SUM(I2)) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'latest' is semantically wrong
fail,019d7664-a0b4-7ace-9f5d-1919e4c4b8ed,mc__capital_projects_completed_on_time,warn,I1,input,number_of_projects_completed_on_time,019d7663-f10b-7c5b-9ff9-b00e701a2452,cc__journal_entry_hdr,count_where_not_null,SUM,COUNT,primary,O1 = (SUM(I1) / SUM(I2)) * C1,D335-R4 correction: SUM on rule 'count_where_not_null' is semantically wrong
fail,019d7838-065f-75ae-88ec-376af2e716be,mc__capital_turnover_ratio,pass,I2,input,average_stockholders_equity,019d762a-17b6-71d1-8cdf-7b899eb28247,cc__actual_ledger,latest,SUM,MAX,primary,O1 = SUM(I1) / SUM(I2),D335-R4 correction: SUM on rule 'latest' is semantically wrong
